,Date,Time,Category,Sub-Category,Headline,Entire_News,Author,News_Link
391,"March 28, 2022",17:07 IST,science, ,Scientists find Arctic sinkholes big enough to swallow city blocks with six-storied buildings,"Climate change is causing changes on the poles that will be very difficult to recover from. Researchers mapping the area have found sinkholes being formed in the Arctic that are so big that entire city blocks with six-storied buildings could submerge in them. Worryingly, all these depressions have developed in less than a decade.The new developments were observed in the high-resolution bathymetric surveys in the Canadian Beaufort Sea that occurred from 2010 to 2019. The detailed survey has been conducted in the permanently frozen region of the Arctic that has largely remained inaccessible to humans. Nearly one-quarter of the land in the Northern Hemisphere is permafrost or frozen ground.Researchers from Monterey Bay Aquarium Research Institute have documented these dramatic changes indicating how the thawing of permafrost submerged underwater at the edge of the Arctic Ocean is affecting the seafloor. The study has been published in the National Academy of Sciences.“We know that big changes are happening across the Arctic landscape, but this is the first time we’ve been able to deploy technology to see that changes are happening offshore too,” Charlie Paull, a geologist at MBARI who led the study, said in a statement. They conducted repeated mapping of the seafloor with ship-based sonar and an autonomous underwater vehicle (AUV) to a resolution of a one-meter (about three-feet) square grid, or roughly the size of a dinner table.Researchers in 2010 found a band of unusually rough seafloor terrain along a 95-kilometer stretch of the shelf roughly 180 kilometers offshore, along what was once the seaward limit of Pleistocene permafrost. Repeated surveys allowed researchers to begin to understand the processes creating the distinctively rugged seafloor terrain in the Canadian Beaufort Sea.Researchers documented the formation of new, irregularly shaped, steep-sided depressions. The largest was an oval-shaped depression 28 meters deep, 225 meters long, and 95 meters wide. These new terrains were attributed to intermittent seafloor collapse due to the gradual warming of the permafrost sediment frozen beneath the Arctic Shelf.“While the underwater sinkholes we have discovered are the result of longer-term, glacial-interglacial climate cycles, we know the Arctic is warming faster than any region on Earth. As climate change continues to reshape the Arctic, it’s critical that we also understand changes in the submerged permafrost offshore,” Charlie Paull added.The continuous thawing of these permanently frozen regions in the Arctic is not completely being attributed to climate change and rising mean sea temperatures from human actions. Researchers said that the changes being seen in the Arctic derive from much older, slower climatic shifts related to our emergence from the last ice age, and similar changes appear to have been happening along the seaward edge of the former permafrost for thousands of years.“We don’t have a lot of long-term data for the seafloor temperature in the Canadian Beaufort Sea, but the available data do not show a warming trend, which ruled out anthropogenic climate change driving the dramatic changes in the seafloor terrain. Instead, heat carried in slowly moving groundwater systems is driving these changes,” explained Paull.The team has also documented other seafloor features created by water from thawing permafrost.Researchers believe that a similar process must be going on in other permafrost regions of the world. ""These rapid changes to the seafloor demand our attention. We need to understand how the decay of relict submarine permafrost will impact the vast areas underlying the Arctic continental shelves,"" Paull added.",India Today Web Desk,https://www.indiatoday.in/science/story/climate-change-arctic-sinkholes-depressions-antarctic-polar-warming-1930526-2022-03-28
392,"March 28, 2022",14:53 IST,science, ,Fully paralysed man successfully communicates using computer interface implanted in brain,"Researchers in Germany have successfully enabled a person with complete paralysis, who could not speak, to communicate through a brain implanted computer. The team at Wyss Center for Bio and Neuroengineering, in collaboration with the University of Tübingen in Germany, have achieved the feat of showcasing a collaboration between medicine and technology.The study, which has been underway for over two years, shows that communication is possible with people who are completely locked in because of ALS. The participant in the study had advanced Amyotrophic Lateral Sclerosis (ALS) a progressive neurodegenerative disease in which people lose the ability to move and talk.Published in the journal Nature Communications, the experiment demonstrated that the patient modulated neural firing rates based on auditory feedback and he used this strategy to select letters one at a time to form words and phrases to communicate his needs and experiences.""This case study provides evidence that brain-based volitional communication is possible even in a completely locked-in state,"" the paper said.The participant in the study was a man in his 30s who had been diagnosed with a fast-progressing form of ALS. Researchers said that patients with ALS can lose all muscle-based routes of communication as motor neuron degeneration progresses, and ultimately, they may be left without any means of communication.The team implanted 64 microelectrode arrays in the supplementary and primary motor cortex of the patient, which picked up brain signals that the participant had learned to generate by attempting different movements. The model maps the signals to mean either ‘yes’ or ‘no’. To reveal what the participant wants to communicate, a speller program reads the letters of the alphabet aloud.Using auditory neurofeedback, the participant is able to choose ‘yes’ or ‘no’ to confirm or reject the letter, ultimately forming whole words and sentences. Jonas Zimmermann, PhD, Senior Neuroscientist at the Wyss Center in Geneva said, ""Successful communication has previously been demonstrated with BCIs in individuals with paralysis. But, to our knowledge, ours is the first study to achieve communication by someone who has no remaining voluntary movement and hence for whom the BCI is now the sole means of communication.”Globally, the number of people with ALS is increasing and more than 300 000 people are projected to be living with the disease by 2040, with many of them reaching a state where speech is no longer possible. The study showed that with the involvement of family or caregivers, the system can in principle be used at home.The team is now working to improve the system that could be key for the CLIS ALS population and could one day help other people who have an impaired ability to communicate and move. Researchers in a release said that they are working on ABILITY, a wireless implantable BCI device designed to flexibly connect to either microelectrode arrays or ECoG electrode grids. This will allow the detection and processing of signals from either highly specific or larger areas of the brain.",India Today Web Desk,https://www.indiatoday.in/science/story/fully-paralysed-man-successfully-communicates-using-computer-interface-implanted-in-brain-1930462-2022-03-28
393,"March 28, 2022",14:05 IST,science, ,"Gates Foundation, Qatar to spend $200 million on climate-adaptive agriculture","Major gas producer Qatar and the Gates Foundation will jointly invest up to $200 million over the next two years to help prepare farmers in developing countries to adapt to climate change.The new partnership, announced on Sunday at a conference in the Gulf Arab state, focuses on introducing climate-adaptive farming methods and technology to communities that depend on agriculture for both food and income, primarily in sub-Sahran Africa, said Mark Suzman, chief executive officer of the Gates Foundation.""We are trying to help those communities grapple with the reality of climate change now and, in a way, help insulate them from the future damages of climate change,"" which can pull them deeper into poverty, he told Reuters.For example, the partnership aims to introduce dual-use chickens, raised for both food and egg production, to low-income women farmers in parts of Africa. The chickens are bred to be productive in a variety of climate conditions.""Climate change is already happening. We are already seeing more frequent droughts, more frequent floods, less predictable weather,"" Suzman said.The Bill and Melinda Gates Foundation is a major nonprofit that tackles poverty and inequity. It will fund the partnership on a 50-50 basis with Qatar's state Fund for Development, Suzman said.",Reuters,https://www.indiatoday.in/environment/story/gates-foundation-qatar-to-spend-200-million-on-climate-adaptive-agriculture-1930430-2022-03-28
394,"March 28, 2022",13:53 IST,science, ,Bezos' Blue Origin to launch six tourists into space on Tuesday,"Jeff Bezos-led Blue Origin will conduct the first launch of 2022 on Tuesday as it sends six passengers on a brief suborbital flight to space. The six-member flight will lift off from Launch Site One in West Texas after a brief lull following three successful flights in 2021.This mission is the fourth human flight for the New Shepard program and the 20th in its history since the company began developing the reusable system of rockets. The New Shephard will climb to an altitude of just over 100 kilometers from the surface of Earth, which is accepted as the point where space begins, for the six passengers to feel weightlessness.The first flight of 2022 for the company will have Marty Allen, Fary Lai, husband and wife duo Sharon and Marc Hagle, Jim Kitchen, and Dr. George Nield. ""Each astronaut onboard NS-20 will carry a postcard to space on behalf of Blue Origin’s foundation, Club for the Future, whose Postcards to Space program gives students access to space on Blue Origin’s rockets,"" the company said in a statement.The flight was initially scheduled to launch on March 23 with Pete Davidson as the celebrity guest on the spacecraft. However, the launch was postponed to March 29 after the comedian pulled out. Blue Origin has not given any explanation behind Davidson's move to step away from an opportunity to go into space.Davidson would have been the third celebrity to climb aboard a Blue Origin automated capsule for the 10-minute flight from West Texas. Actor William Shatner and former NFL great and “Good Morning America” co-host Michael Strahan took a flight last year. Bezos was on his company’s first flight with passengers last July.The Bezos-led company has now replaced him with Gary Lai, best known as the architect of the New Shepard system, including leading the team responsible for the design and development of many of the key safety systems on the Crew Capsule. He joined Blue Origin in 2004 and was among the first 20 employees.""Gary has been involved in product development, strategic planning, and business development for all Blue Origin product lines, including the New Glenn orbital launch vehicle, rocket engine programs, and Blue Moon,"" Blue Origin said in a statement.The spacecraft will reach a top speed of Mach 3, three times the speed of sound, and three minutes into the flight, New Shepard will separate from the booster and the passengers will begin experiencing zero gravity and weightlessness, as they unbuckle from their seats. At four minutes, New Shepard will cross the Karman line, entering space, while the boosters begin their journey back to Earth.Six minutes into the flight, the crew will strap themselves back onto their seats as the spacecraft begins descent. The first parachute will be deployed at nine minutes, slowing the capsule to a speed of 26 kilometres per hour. The capsule will land safely in the desert at a speed of 1.6 kilometers per hour.",India Today Web Desk,https://www.indiatoday.in/science/story/blue-origin-new-shepard-launch-space-tourism-jeff-bezos-amazon-1930419-2022-03-28
395,"March 28, 2022",13:39 IST,science, ,US govt extends environmental review of Musk's ambitious Starship,"The Federal Aviation Administration (FAA) said on Friday it was again extending its target date to complete an environmental review of the proposed SpaceX Starship spacecraft and Super Heavy rocket program in Boca Chica, Texas, to April 29.The FAA's previous target date was March 28. The FAA noted that completing the environmental review does not guarantee a vehicle operator license will be issued, which must also meet FAA safety, risk and financial responsibility requirements.The FAA said it ""is currently reviewing the Final (Programmatic Environmental Assessment) and completing consultation and coordination with agencies at the local, state, and federal level.""SpaceX founder Elon Musk said last month he was ""highly confident"" his new SpaceX Starship, designed for voyages to the moon and Mars, will reach Earth orbit for the first time this year.The FAA is deciding whether the planned build-out in Texas poses a significant environmental impact to the area - including an adjacent wildlife reserve - and must therefore undergo a far more extensive study before expanded operations at SpaceX's rocket production facility and spaceport in Boca Chica can be licensed.Even in a ""worst-case"" scenario, in which a full environmental impact statement were required or legal wrangling over the issue threatened to drag on, Musk said SpaceX has a fall-back plan.The company would shift its entire Starship program to the Kennedy Space Center in Cape Canaveral, Florida, where SpaceX already has received the environmental approval it needs, Musk said.Such a move would cause a setback of six to eight months, he added. In any case, SpaceX is still shooting for a 2023 launch of what it calls the world's first private lunar mission, flying aboard a Starship to loop around the moon and return to Earth.",Reuters,https://www.indiatoday.in/science/story/us-govt-extends-environmental-review-of-musk-s-ambitious-starship-1930350-2022-03-28
396,"March 28, 2022",12:04 IST,science, ,Indian astronomers reveal how eruptions from Sun evolve on their way to Earth,"A team of Indian astronomers have found that interactions between two different Coronal Mass Ejections (CME), powerful outbursts from the Sun, in space play a key role in their evolution as they travel towards Earth.The Sun has been known to hurtle powerful eruptions towards the planets in the solar system, including Earth. When these eruptions interact with the magnetic field of Earth, they have the tendency of creating geomagnetic storms capable of taking out power grids, communications networks, and satellites in Low Earth Orbit.Coronal Mass Ejections (CMEs) and flares are the largest eruptive phenomena in our solar system that are characterised by powerful outbursts of plasma and energy from the Sun releasing a massive amount of energy within seconds. Coronal mass ejection can contain a billion tons of matter accelerated to several million miles per hour into space. This solar material streams out through the interplanetary medium, impacting any planet or spacecraft in its path.Scientists have long been observing these events, trying to predict these phenomena so as to ready the infrastructure that can withstand these geomagnetic storms.A team of researchers from the Indian Institute of Astrophysics observed two such eruptions from the Sun in May 2013 and February 2014 from a circular ribbon structure on the Sun and followed it with data from the Atmospheric Imaging Assembly (AIA). The team used data from the Large Angle and Spectrometric Coronagraph, Solar Terrestrial Relations Observatory, and Ames Coronagraph Experiment (ACE) Laboratory to study the changes when two explosions interact in the vacuum of space.In a study published in the journal Research in Astronomy and Astrophysics/IOP, they said that CME-CME interactions played important roles in deciding the evolution of CMEs in the interplanetary medium and subsequently their effectiveness.""Our study demonstrates that the CME deflection and CME-CME interactions were the major reasons affecting propagation in the Interplanetary medium. We plan to analyze the CME observations of a series of circular ribbon eruptive flares in the future,"" Syed Ibrahim, the lead author of the paper said in a statement.Scientists found that the location of the CME in the solar disk is an important factor that decides its trajectory in the corona and subsequent evolution in the interplanetary medium. The eruption was highly deflected from the source region. After the main explosion, a huge part of the CME moved towards the north-east direction of the sun. Finally, only a small part of the CME propagates towards the Earth.They also concluded that the interactions between these two explosions may have led to the original CME losing a substantial part of its energy. ""Their analysis suggests that this CME became dissipated in interplanetary space. After traveling a certain distance, this CME associated Interplanetary CME, or ICME, mingled with the solar wind,"" the Ministry of Science & Technology said in a statement.",India Today Web Desk,https://www.indiatoday.in/science/story/indian-astronomers-reveal-how-eruptions-from-sun-evolve-on-their-way-to-earth-1930344-2022-03-28
397,"March 28, 2022",11:34 IST,science, ,How did vampire bats got a taste for blood? Answer hidden in their genes,"Scientists have figured out why vampire bats are the only mammals that can survive on a diet of just blood.They compared the genome of common vampire bats to 26 other bat species and identified 13 genes that are missing or no longer work in vampire bats. Over the years, those gene tweaks helped them adapt to a blood diet rich in iron and protein but with minimal fats or carbohydrates, the researchers reported Friday in the journal Science Advances.The bats live in South and Central America and are basically “living Draculas,” said co-author Michael Hiller of Germany’s Max Planck Institute. About 3 inches (8 centimeters) long with a wingspan of 7 inches (18 centimeters), the bats bite and than lap up blood from livestock or other animals at night.Most mammals couldn’t survive on a low-calorie liquid diet of blood. Only three vampire species of the 1,400 kinds of bats can do that — the others eat mostly insects, fruit, nectar, pollen or meat, such as small frogs and fish.“Blood is a terrible food source,” said Hannah Kim Frank, a bat researcher at Tulane University, who was not involved in the study. “It’s totally bizarre and amazing that vampire bats can survive on blood — they are really weird, even among bats.”Some other creatures also have a taste for blood, including mosquitoes, bedbugs, leeches and fleas.The latest work expands upon research by another team that pinpointed three of the 13 gene losses.“The new paper shows how different vampire bats are from even other closely related bats, which eat nectar and fruit,” said Kate Langwig, a bat researcher at Virginia Tech, who had no role in the study.With such a low-calorie diet, vampire bats can’t go long without a meal. In a pinch, well-fed ones will regurgitate their food to share with a starving neighbor. They seem to keep track of who has helped them in the past, said Hiller, noting that vampire bats have complex social relationships.“It’s not a kin thing,” said Tulane’s Frank. “They just notice and remember: You’re a good sharer, I will reward you.”",Associated Press,https://www.indiatoday.in/science/story/how-did-vampire-bats-got-a-taste-for-blood-answer-hidden-in-their-genes-1930329-2022-03-28
398,"March 28, 2022",11:24 IST,science, ,Patients with both Covid-19 and flu at double the risk of dying: Study,"As the world grapples with the aftermath of coronavirus and cases of Omicron fall in most countries, a new study hints at concerning post-Covid complications. Researchers have said that people who were hospitalised with coronavirus should be routinely checked for flu as a study shows having the two more than doubles the risk of death.In a study published in the medical journal Lancet, researchers have tried to understand the clinical outcome of respiratory viral co-infections with SARS-CoV-2. ""SARS-CoV-2 co-infections with influenza viruses and adenoviruses were each significantly associated with increased odds of death,"" the paper said.Scientists also discovered that people who had contacted both coronavirus and the influenza viruses were 2.4 times at the risk of dying than if they just had Covid-19. The study hints that these patients are over four times more likely to require ventilation support post-hospitalisation to keep them breathing.“We found that the combination of Covid-19 and flu viruses is particularly dangerous. We expect that Covid-19 will circulate with flu, increasing the chance of co-infections. That is why we should change our testing strategy for Covid-19 patients in hospital and test for flu much more widely,” Professor Kenneth Baillie of Edinburgh University told The Guardian.The study was conducted among 2,12,466 adults with SARS-CoV-2 infection who were admitted to a hospital in the UK between February 6, 2020, and December 8, 2021. While viral co-infection was detected in 583 patients, 227 patients had influenza viruses, 220 patients had a respiratory syncytial virus, and 136 patients had adenoviruses.Researchers said that it is the largest study of people with Covid-19 undergoing additional testing for endemic respiratory viruses, reporting 583 confirmed co-infections and 6382 confirmed SARS-CoV-2 mono infections. The study was conducted over a prolonged period of 18 months.The team of researchers from Edinburgh University, Liverpool University, Imperial College London, and Leiden University in the Netherlands urged people to get vaccinated and booster shots in a bid to protect themselves from coronavirus. “The vaccines that protect against Covid-19 and flu are different, and people need both. ""The way that these two infections are treated is also different, so it’s important to test for other viruses even when you have a diagnosis in someone who is hospitalised with a respiratory infection,” Professor Peter Openshaw of Imperial College London told Tha Guardian.Meanwhile, scientists now believe that Covid-19 patients suffer more than respiratory issues. Several studies have revealed that the virus can also damage the heart. A September 2020 study found that the risk of a first heart attack increased by three to eight times in the first week after a Covid-19 infection was diagnosed.The new study comes in the backdrop of a new surge being observed in some countries including China and South Korea.",India Today Web Desk,https://www.indiatoday.in/science/story/patients-with-both-covid-19-and-flu-at-double-the-risk-of-dying-study-1930324-2022-03-28
399,"March 28, 2022",10:39 IST,science, ,Astronomers discover mysterious new wave on Sun that travels faster than expectation,"The Sun has always been a source of curiosity for its intense energy production that powers life on Earth and at times causes chaos from its smallest of outbursts. Now scientists have detected a new wave that has a much faster speed than what astronomers had expected theoretically.The high-frequency-retrograde vorticity waves in the Sun move in the opposite direction of the Sun’s rotation - appear as a pattern of vortices (swirling motions) on the surface of the Sun. Scientists observed it to be moving at three times the speed established by the current theory.In a study published in the journal Nature Astronomy, solar physicists detailed how they analyzed 25 years of space and ground-based data to detect these waves. ""We investigate three possibilities: that these vorticity waves are excited by the Coriolis force and modified by internal magnetic fields, gravity or compressibility,"" the paper said.“The very existence of HFR modes and their origin is a true mystery and may allude to exciting physics at play. It has the potential to shed insight on the otherwise unobservable interior of the Sun,” Shravan Hanasoge, a co-author of the paper said in a statement.Scientists have long been puzzled by the surface of the Sun and its atmosphere and the difference in temperatures between these two regions. The interior of the Sun and stars cannot be imaged by conventional astronomy, which forces astronomers to rely on interpreting the surface signatures of a variety of waves to image the interior.Complex interactions between other well-known waves and magnetism, gravity, or convection could drive the HFR waves at this speed. Researchers said that If the HFR waves could be attributed to any of these three processes, then the finding would have answered some open questions we still have about the Sun. ""However, these new waves don’t appear to be a result of these processes, and that’s exciting because it leads to a whole new set of questions,” Hanson said.""These new HFR waves may yet be an important puzzle piece in our understanding of stars,"" researchers said in a statement. The study was conducted at the Center for Space Science in collaboration with the Tata Institute of Fundamental Research (TIFR) and New York University.By studying the Sun’s interior dynamics - through the use of waves - scientists hope to better understand the Sun's potential impact on the Earth and other planets in our solar system.",India Today Web Desk,https://www.indiatoday.in/science/story/astronomers-discover-mysterious-new-wave-on-sun-that-travels-faster-than-expectation-1930301-2022-03-28
400,"March 28, 2022",07:29 IST,science, ,"Without Russia, science going solo on world's woes, dreams","Without Russian help, climate scientists worry how they'll keep up their important work of documenting warming in the Arctic.Europe's space agency is wrestling with how its planned Mars rover might survive freezing nights on the Red Planet without its Russian heating unit.And what of the world's quest for carbon-free energy if 35 nations cooperating on an experimental fusion-power reactor in France can't ship vital components from Russia?FOLLOW LIVE UPDATES ON RUSSIA-UKRAINE WAR HEREIn scientific fields with profound implications for mankind's future and knowledge, Russian President Vladimir Putin's war in Ukraine is causing a swift and broad decaying of relationships and projects that bound together Moscow and the West. Post-Cold War bridge-building through science is unraveling as Western nations seek to punish and isolate the Kremlin by drying up support for scientific programs involving Russia.The costs of this decoupling, scientists say, could be high on both sides. Tackling climate change and other problems will be tougher without collaboration and time will be lost. Russian and Western scientists have become dependent on each other's expertise as they have worked together on conundrums from unlocking the power of atoms to firing probes into space. Picking apart the dense web of relationships will be complicated.",Associated Press,https://www.indiatoday.in/world/russia-ukraine-war/story/without-russia-science-going-solo-world-woes-dreams-1930228-2022-03-28
401,"March 25, 2022",16:01 IST,science, ,Why did Isro's GSLV F-10 mission fail in 2021? We now have answers,"In August last year, India was poised to get the third Earth Observation Satellite, when after 26 hours of the countdown, the GSLV-F10 mission lifted off - but never reached its destination in space. Isro lost the mission just 297.3 seconds after lift-off to a ""technical anomaly"", which it now says was due to a deviation in performance of the Cryogenic Upper Stage (CUS) of the launch vehicle.The Failure Analysis Committee set up by the Indian space agency in its report has said that subsequent to lift-off the build-up of pressure in the propellant (Liquid Hydrogen or LH2) tank during the flight was not normal leading to a lower tank pressure at the time of ignition of the engine.This led to an insufficient flow of Liquid Hydrogen into the engine thrust chamber and the reduction in LH2 tank pressure was due to a leak in the respective Vent and Relief Valve (VRV), which is used for relieving the excess tank pressure during flight. Isro said that computer simulations as well as multiple confirmatory ground tests, closely simulating the conditions in the GSLV-F10 flight, validated the analysis by the FAC.""The FAC concluded that the lower LH2 tank pressure at the time of CUS engine ignition, caused by the leakage of Vent & Relief Valve (VRV) resulted in the malfunctioning of the Fuel Booster Turbo Pump (FBTP) leading to mission abort command & subsequent failure of the mission,"" Isro said in a statement.The leakage in the Vent and Relief Valve is being attributed to the damage in the soft seal that could have occurred during the valve operations or due to contamination and valve mounting stresses induced under cryogenic temperature conditions.""The committee has submitted comprehensive recommendations to enhance the robustness of the Cryogenic Upper Stage for future GSLV missions, which includes an active LH2 tank pressurization system to be incorporated to ensure sufficient pressure in the LH2 tank at the appropriate time before engine start command, strengthening of Vent & Relief Valve and associated fluid circuits to avoid the possibility of leakage along with the automatic monitoring of additional cryogenic stage parameters for giving lift-off clearance,"" Isro said.The 51.70-meter-tall rocket GSLV-F10/EOS-03 had successfully lifted off from the second launch pad at the Sriharikota spaceport as planned at 05.43 am on August 12. While the first and second stages of the mission kicked in successfully with a nominal burn, it was the third stage that did not go as planned.Geosynchronous Satellite Launch Vehicle Mark-II (GSLV Mk II) is one of the largest launch vehicles developed by India. A fourth-generation launch vehicle, it is a three-stage rocket with four liquid strap-ons. The third stage, that led to Isro's recent failure, consists of the homegrown Cryogenic Upper Stage.The GSLV has the capability of placing up to 5 tonnes of payload into Low Earth Orbit (LEO), and 2.5 tonnes in the Geosynchronous Transfer Orbits. The August launch was intended to place the EOS-03 into the Geosynchronous Transfer Orbit.",India Today Web Desk,https://www.indiatoday.in/science/story/why-did-isro-s-gslv-f-10-mission-fail-in-2021-we-now-have-answers-1929498-2022-03-25
402,"March 25, 2022",13:28 IST,science, ,Birds are laying eggs earlier as climate change shifts springs,"The early bird is getting even earlier.With climate change spurring earlier springs across much of North America, many birds are laying their eggs earlier in the year, according to a new study adding to mounting evidence that global warming is turning wildlife habits upside down.Of 72 bird species examined around Chicago, roughly a third lay their eggs about 25 days earlier than they did a century ago, researchers report in the paper published on Friday in the Journal of Animal Ecology.Those affected include the mourning dove, American kestrel and Cooper's hawk.The scientists so far haven't found any clear traits shared by these species, such as size or migratory status, that might explain why they’re changing their schedules.But ""the majority of the birds we looked at eat insects, and insects' seasonal behavior is also affected by climate,"" said lead author John Bates, curator of the bird division at the Field Museum in Chicago.How animal and plant life cycles are affected by climate change and seasonal disruptions is a question that's ""becoming more front and center in people's minds,"" Bates said.Just a few temperature degrees off from the long-term average can have a big impact on when insects emerge, when trees sprout leaves, when flowers bloom and, according to the new research, when eggs hatch.Scientists believe those changes could be among the many reasons for the steep decline in bird populations since the 1970s, with the United States and Canada losing roughly a third of their birds - or about 3 billion birds - according to a 2019 study in the journal Science.Bates and his colleagues studied more than 1,500 egg shell records held at Chicago's Field Museum, many dating back to the period between 1872 to 1920 when gathering eggs was a popular pastime. These Victorian era ova enthusiasts left detailed, handwritten labels listing information such as the bird’s species and collection date.The scientists then compared those records with more than 3,000 modern records, along with data describing carbon dioxide levels on the nesting dates across time, for their analysis.The findings echo similar results from studies carried out in recent decades in the United Kingdom, which also found that egg-laying was happening earlier along with reported changes in the growing season.",Reuters,https://www.indiatoday.in/science/story/birds-are-laying-eggs-earlier-as-climate-change-shifts-springs-1929425-2022-03-25
403,"March 25, 2022",13:05 IST,science, ,"Cooperation with Europe now impossible, says Russian space agency chief post-sanctions","The Russian space agency, Roscosmos, chief Dmitry Rogozin has said that any cooperation with Europe is now impossible after sanctions over the Ukraine war. The Russian chief has been gunning for Russian private players to launch satellites and boost the space programme.Rogozin said that Europe had wrecked cooperation by imposing sanctions against his agency, and rockets that were meant to launch European satellites would now be used for Russian companies or countries friendly to Moscow. The developments will affect at least 10 rockets, which are now up for grabs for local space companies.""At this moment, after the European Space Agency and the whole European Union have taken a frenzied position on the conduct of (Russia's) special military operation in Ukraine and introduced sanctions against Roscosmos, we consider further cooperation impossible,"" Rogozin said.The statement comes against the backdrop of Europe imposing sanctions and breaking cooperation in space exploration with Russia as Moscow continues its war in Ukraine for nearly a month. Europe had on March 17 suspended the joint ExoMars mission with Roscosmos as look to search for better available options to implement the rover mission.""The ruling council acknowledged the present impossibility of carrying out ongoing cooperation with Roscosmos on the ExoMars rover mission with a launch in 2022. ESA Director General has initiated an assessment on potential alternative launch services for these missions, which will include a review of the Ariane 6 first exploitation flights,"" the European Space Agency said in a statement.The Russian space agency had earlier pulled out its staff from the European spaceport in Kourou, French Guiana.Meanwhile, on Monday, British satellite venture OneWeb said it had contracted with Elon Musk's SpaceX to send its satellites into orbit after calling off a March 4 launch of 36 satellites from Russia's Baikonur Cosmodrome in Kazakhstan because of last-minute demands imposed on it by Moscow.Rogozin said a resumption of space cooperation with Europe in some form would only be possible if the European side reflected on ""what they've destroyed with their own hands"" and held a frank conversation with Moscow. Rogozin has previously said that sanctions imposed against Russia could ""destroy"" the US-Russian partnership on the International Space Station, from which two Russians and an American are due to return to Earth on March 30.",India Today Web Desk,https://www.indiatoday.in/science/story/cooperation-with-europe-now-impossible-says-russian-space-agency-chief-post-sanctions-1929416-2022-03-25
